,0,1,2
32,2020-08-24T00:00:00Z,Failed MEV transaction,0.00016022750382903783
33,2021-06-29T00:00:00Z,Failed MEV transaction,2.9306396555102727e-05
34,2022-08-31T00:00:00Z,Failed MEV transaction,0.00010134234311826804
35,2021-03-04T00:00:00Z,Successful MEV transaction,0.01378147318274113
36,2020-11-14T00:00:00Z,Successful MEV transaction,0.019956973503848962
37,2021-04-08T00:00:00Z,Failed MEV transaction,8.360547836675915e-05
38,2019-12-19T00:00:00Z,Failed MEV transaction,0.0
39,2021-03-01T00:00:00Z,Successful MEV transaction,0.013913717266934137
40,2021-07-02T00:00:00Z,Failed MEV transaction,2.352768715368427e-05
41,2020-05-29T00:00:00Z,Successful MEV transaction,0.0005989100292609113
42,2022-10-16T00:00:00Z,Failed MEV transaction,7.024844672160474e-05
43,2021-04-09T00:00:00Z,Successful MEV transaction,0.012980663626386831
44,2022-02-18T00:00:00Z,Successful MEV transaction,0.002730757069782419
45,2020-08-03T00:00:00Z,Failed MEV transaction,0.0001470739574219393
46,2020-07-15T00:00:00Z,Failed MEV transaction,0.0001012742235740512
47,2021-03-25T00:00:00Z,Successful MEV transaction,0.01153097333839675
48,2020-04-07T00:00:00Z,Successful MEV transaction,6.757785574362109e-05
49,2020-01-12T00:00:00Z,Failed MEV transaction,0.0
50,2020-05-31T00:00:00Z,Successful MEV transaction,0.0005303555661532808
51,2022-04-08T00:00:00Z,Successful MEV transaction,0.002726805340881385
52,2020-10-16T00:00:00Z,Successful MEV transaction,0.011525008395632108
53,2022-11-03T00:00:00Z,Successful MEV transaction,0.004473647880056398
54,2022-04-05T00:00:00Z,Successful MEV transaction,0.0022728451765543158
55,2021-08-02T00:00:00Z,Successful MEV transaction,0.00911246895861477
56,2020-01-08T00:00:00Z,Failed MEV transaction,4.3766186849500045e-05
57,2020-08-28T00:00:00Z,Failed MEV transaction,5.828831163347491e-05
58,2020-03-16T00:00:00Z,Failed MEV transaction,0.00013262990456063575
59,2021-05-06T00:00:00Z,Failed MEV transaction,8.743712558266734e-05
60,2021-08-29T00:00:00Z,Failed MEV transaction,3.823658724128713e-05
61,2021-05-06T00:00:00Z,Successful MEV transaction,0.012249130490808105
62,2022-02-12T00:00:00Z,Failed MEV transaction,1.0335830759920005e-05
63,2022-03-23T00:00:00Z,Successful MEV transaction,0.0041374260248492
64,2021-02-10T00:00:00Z,Successful MEV transaction,0.01363487766887263
65,2022-11-23T00:00:00Z,Failed MEV transaction,0.00012867426878457105
66,2021-12-06T00:00:00Z,Failed MEV transaction,2.9823390785760355e-05
67,2020-07-15T00:00:00Z,Successful MEV transaction,0.0055688819235883156
68,2020-11-12T00:00:00Z,Successful MEV transaction,0.016512558368241975
69,2020-06-09T00:00:00Z,Successful MEV transaction,0.0006026346584256478
70,2020-09-10T00:00:00Z,Failed MEV transaction,0.0005117007790504593
71,2021-08-19T00:00:00Z,Successful MEV transaction,0.012017712764482578
72,2021-07-31T00:00:00Z,Failed MEV transaction,8.799512473493095e-06
73,2020-06-08T00:00:00Z,Successful MEV transaction,0.0004714971803809549
74,2022-07-10T00:00:00Z,Successful MEV transaction,0.005572616876197875
75,2021-04-04T00:00:00Z,Failed MEV transaction,0.00010365814028185065
76,2020-12-19T00:00:00Z,Successful MEV transaction,0.01924659478210433
77,2022-05-08T00:00:00Z,Successful MEV transaction,0.005660395463665459
78,2021-04-25T00:00:00Z,Failed MEV transaction,1.9769311627256887e-05
79,2021-09-07T00:00:00Z,Successful MEV transaction,0.011335303429192416
80,2022-05-07T00:00:00Z,Successful MEV transaction,0.003086342396891656
81,2021-08-15T00:00:00Z,Successful MEV transaction,0.008091701289745222
82,2022-10-26T00:00:00Z,Successful MEV transaction,0.007150078034867882
83,2021-10-02T00:00:00Z,Successful MEV transaction,0.0061611643640620585
84,2021-01-19T00:00:00Z,Successful MEV transaction,0.0183663658032885
85,2022-08-17T00:00:00Z,Failed MEV transaction,0.0002644290547483045
86,2020-12-19T00:00:00Z,Failed MEV transaction,0.00011814895774948322
87,2022-03-02T00:00:00Z,Failed MEV transaction,1.0824362836341015e-05
88,2021-09-11T00:00:00Z,Successful MEV transaction,0.009042340152711605
89,2021-01-07T00:00:00Z,Successful MEV transaction,0.015266240997560314
90,2022-04-20T00:00:00Z,Successful MEV transaction,0.0030176890219585084
91,2019-12-27T00:00:00Z,Successful MEV transaction,5.94255410993765e-05
92,2022-03-31T00:00:00Z,Failed MEV transaction,1.2112612761210701e-05
93,2022-02-07T00:00:00Z,Successful MEV transaction,0.0026250683875081392
94,2022-04-23T00:00:00Z,Successful MEV transaction,0.0022548495428570694
95,2022-03-28T00:00:00Z,Failed MEV transaction,5.962754859238794e-06
96,2022-01-07T00:00:00Z,Failed MEV transaction,2.504663153834021e-05
97,2020-07-05T00:00:00Z,Successful MEV transaction,0.005575008716666049
98,2021-05-14T00:00:00Z,Failed MEV transaction,2.9997135647449793e-05
99,2022-09-08T00:00:00Z,Successful MEV transaction,0.006326225071637825
100,2021-08-07T00:00:00Z,Successful MEV transaction,0.009643033696071845
101,2022-07-29T00:00:00Z,Successful MEV transaction,0.009238555424584785
102,2020-06-11T00:00:00Z,Successful MEV transaction,0.0007067319257214639
103,2022-08-12T00:00:00Z,Failed MEV transaction,0.0001393171709687376
104,2020-08-12T00:00:00Z,Successful MEV transaction,0.023351404826775432
105,2021-04-30T00:00:00Z,Failed MEV transaction,3.2131845264128205e-06
106,2021-10-01T00:00:00Z,Failed MEV transaction,2.645653168975775e-05
107,2020-11-28T00:00:00Z,Failed MEV transaction,9.41420790529188e-05
108,2020-05-11T00:00:00Z,Failed MEV transaction,4.923705288682751e-06
109,2022-03-16T00:00:00Z,Successful MEV transaction,0.004548732993883528
110,2022-08-02T00:00:00Z,Successful MEV transaction,0.008186733997772727
111,2021-04-20T00:00:00Z,Failed MEV transaction,7.574646236014743e-06
112,2022-05-23T00:00:00Z,Successful MEV transaction,0.007607415737799912
113,2022-05-26T00:00:00Z,Successful MEV transaction,0.0065320169517836865
114,2021-09-19T00:00:00Z,Successful MEV transaction,0.006754252353286693
115,2022-11-18T00:00:00Z,Successful MEV transaction,0.0034867854256879554
116,2019-12-22T00:00:00Z,Failed MEV transaction,0.0
117,2022-09-09T00:00:00Z,Successful MEV transaction,0.009150246366183648
118,2022-07-09T00:00:00Z,Failed MEV transaction,1.9859432393291905e-05
119,2021-11-04T00:00:00Z,Successful MEV transaction,0.007192879069427969
120,2021-04-05T00:00:00Z,Failed MEV transaction,0.00018138157896228433
121,2022-03-10T00:00:00Z,Failed MEV transaction,1.6616002411650986e-05
122,2021-11-24T00:00:00Z,Successful MEV transaction,0.006301246688478425
123,2022-08-12T00:00:00Z,Successful MEV transaction,0.005470465407079643
124,2022-04-16T00:00:00Z,Failed MEV transaction,5.242764135887747e-05
125,2021-07-31T00:00:00Z,Successful MEV transaction,0.009725497151762777
126,2020-11-21T00:00:00Z,Successful MEV transaction,0.016236930461337295
127,2021-09-28T00:00:00Z,Failed MEV transaction,4.9720727267055516e-05
128,2022-04-06T00:00:00Z,Successful MEV transaction,0.0037585236770871487
129,2020-05-08T00:00:00Z,Failed MEV transaction,3.143775770970986e-05
130,2020-03-25T00:00:00Z,Successful MEV transaction,3.729473202239035e-05
131,2022-04-18T00:00:00Z,Successful MEV transaction,0.004417594316916426
132,2021-10-14T00:00:00Z,Successful MEV transaction,0.006866831651208741
133,2022-02-18T00:00:00Z,Failed MEV transaction,7.487537263408415e-06
134,2022-11-10T00:00:00Z,Failed MEV transaction,0.00019382647475284484
135,2020-06-06T00:00:00Z,Successful MEV transaction,0.000714929166828439
136,2022-03-01T00:00:00Z,Successful MEV transaction,0.0038910404693677765
137,2022-07-15T00:00:00Z,Failed MEV transaction,3.070150153163518e-05
138,2021-10-29T00:00:00Z,Failed MEV transaction,2.1907920732499438e-05
139,2022-10-15T00:00:00Z,Failed MEV transaction,7.565286247741552e-05
140,2022-09-09T00:00:00Z,Failed MEV transaction,0.00029972131300768946
141,2022-03-28T00:00:00Z,Successful MEV transaction,0.003705229062321632
142,2021-01-16T00:00:00Z,Successful MEV transaction,0.019319829112248662
143,2022-05-20T00:00:00Z,Failed MEV transaction,4.289441069013869e-05
144,2021-02-23T00:00:00Z,Successful MEV transaction,0.014208958897584684
145,2021-07-18T00:00:00Z,Successful MEV transaction,0.011109360410905954
146,2020-11-10T00:00:00Z,Successful MEV transaction,0.019487934348657452
147,2020-07-06T00:00:00Z,Failed MEV transaction,0.0001387377777604019
148,2020-12-15T00:00:00Z,Failed MEV transaction,0.0002183268397909191
149,2020-08-22T00:00:00Z,Failed MEV transaction,8.536476902223943e-05
150,2020-06-07T00:00:00Z,Failed MEV transaction,2.9920296098411328e-05
151,2022-09-27T00:00:00Z,Successful MEV transaction,0.00626475546004797
152,2021-07-06T00:00:00Z,Failed MEV transaction,2.170988003102243e-05
153,2021-12-05T00:00:00Z,Successful MEV transaction,0.005869989201741464
154,2020-09-03T00:00:00Z,Successful MEV transaction,0.01711710803635398
155,2022-10-09T00:00:00Z,Successful MEV transaction,0.0020094348019316552
156,2020-09-08T00:00:00Z,Failed MEV transaction,0.00021887723927310738
157,2021-04-23T00:00:00Z,Failed MEV transaction,4.325683665232517e-05
158,2021-07-08T00:00:00Z,Failed MEV transaction,2.3949275667339417e-05
159,2021-11-11T00:00:00Z,Failed MEV transaction,2.6002397669315042e-05
160,2020-10-16T00:00:00Z,Failed MEV transaction,0.00035390301225785963
161,2022-03-13T00:00:00Z,Failed MEV transaction,1.2611867111831766e-05
162,2021-10-10T00:00:00Z,Successful MEV transaction,0.005985808636564564
163,2022-10-23T00:00:00Z,Failed MEV transaction,0.00016282745016034419
164,2021-09-23T00:00:00Z,Failed MEV transaction,3.8161495214072436e-05
165,2021-05-09T00:00:00Z,Failed MEV transaction,6.1024021284031826e-05
166,2020-01-21T00:00:00Z,Failed MEV transaction,0.0
167,2022-01-30T00:00:00Z,Successful MEV transaction,0.0022979994231884424
168,2022-09-12T00:00:00Z,Successful MEV transaction,0.006604629901311719
169,2022-07-17T00:00:00Z,Successful MEV transaction,0.006726967177391816
170,2021-05-13T00:00:00Z,Failed MEV transaction,5.1251140825328864e-05
171,2020-11-30T00:00:00Z,Successful MEV transaction,0.015559273778719063
172,2021-06-08T00:00:00Z,Successful MEV transaction,0.02020349516940765
173,2021-04-28T00:00:00Z,Successful MEV transaction,0.011103976188228457
174,2020-04-06T00:00:00Z,Successful MEV transaction,0.00013250476404612832
175,2021-11-01T00:00:00Z,Failed MEV transaction,0.0003863788423367976
176,2021-11-05T00:00:00Z,Failed MEV transaction,4.201707628514035e-05
177,2021-06-09T00:00:00Z,Failed MEV transaction,0.00011919126809004858
178,2021-04-17T00:00:00Z,Failed MEV transaction,2.4720281353530714e-05
179,2021-05-24T00:00:00Z,Failed MEV transaction,0.00023292710778579587
180,2022-02-08T00:00:00Z,Successful MEV transaction,0.0033028580604457713
181,2021-05-04T00:00:00Z,Successful MEV transaction,0.014116364271220937
182,2022-01-21T00:00:00Z,Failed MEV transaction,0.00012041153052574766
183,2021-02-24T00:00:00Z,Successful MEV transaction,0.01050572156358945
184,2022-09-25T00:00:00Z,Failed MEV transaction,0.00034465857049595806
185,2020-09-04T00:00:00Z,Successful MEV transaction,0.017104563716101997
186,2021-11-13T00:00:00Z,Failed MEV transaction,8.040866302994293e-05
187,2021-06-20T00:00:00Z,Successful MEV transaction,0.017455974152468825
188,2022-10-22T00:00:00Z,Successful MEV transaction,0.0035864352213885067
189,2020-01-06T00:00:00Z,Failed MEV transaction,0.0
190,2020-04-29T00:00:00Z,Successful MEV transaction,0.00018506219009094954
191,2021-03-14T00:00:00Z,Successful MEV transaction,0.012533372495342079
192,2021-08-20T00:00:00Z,Failed MEV transaction,3.549847684682548e-05
193,2021-01-14T00:00:00Z,Failed MEV transaction,0.00014912093985181135
194,2022-03-30T00:00:00Z,Failed MEV transaction,2.82614036790713e-05
195,2021-07-28T00:00:00Z,Successful MEV transaction,0.009335274648625639
196,2020-12-01T00:00:00Z,Failed MEV transaction,0.00011955664145038488
197,2020-12-24T00:00:00Z,Failed MEV transaction,6.29925435524123e-05
198,2022-06-12T00:00:00Z,Successful MEV transaction,0.010740703922632626
199,2022-07-21T00:00:00Z,Failed MEV transaction,5.4042040767545835e-05
200,2019-12-30T00:00:00Z,Failed MEV transaction,0.0
201,2021-02-14T00:00:00Z,Failed MEV transaction,2.2023423399195582e-05
202,2022-10-08T00:00:00Z,Failed MEV transaction,0.00024335591775006722
203,2022-06-27T00:00:00Z,Successful MEV transaction,0.004325469570715899
204,2022-06-25T00:00:00Z,Failed MEV transaction,1.4163846507896441e-05
205,2020-09-01T00:00:00Z,Successful MEV transaction,0.01871744093377934
206,2022-07-20T00:00:00Z,Successful MEV transaction,0.007738632609694126
207,2022-10-09T00:00:00Z,Failed MEV transaction,0.0003578740673798011
208,2022-03-10T00:00:00Z,Successful MEV transaction,0.003921645713423923
209,2022-04-18T00:00:00Z,Failed MEV transaction,9.374261405675653e-05
210,2020-07-31T00:00:00Z,Successful MEV transaction,0.00977403778843012
211,2022-09-18T00:00:00Z,Failed MEV transaction,0.0008766083961367589
212,2021-10-23T00:00:00Z,Successful MEV transaction,0.005825751834420442
213,2021-05-30T00:00:00Z,Failed MEV transaction,3.736146253385023e-05
214,2022-06-28T00:00:00Z,Successful MEV transaction,0.006637885012070972
215,2020-11-17T00:00:00Z,Failed MEV transaction,0.00015333017131046847
216,2020-08-02T00:00:00Z,Failed MEV transaction,8.773272354734202e-05
217,2021-12-24T00:00:00Z,Failed MEV transaction,1.5347144140558993e-05
218,2021-03-18T00:00:00Z,Failed MEV transaction,6.6304114118617765e-06
219,2022-09-04T00:00:00Z,Successful MEV transaction,0.005090466569032779
220,2022-10-12T00:00:00Z,Failed MEV transaction,0.00018034473617361795
221,2021-01-12T00:00:00Z,Successful MEV transaction,0.01619714672804694
222,2022-10-25T00:00:00Z,Failed MEV transaction,0.0003073320882921048
223,2022-05-27T00:00:00Z,Successful MEV transaction,0.006827398877584027
224,2022-05-09T00:00:00Z,Failed MEV transaction,0.00020381255500393535
225,2020-07-11T00:00:00Z,Failed MEV transaction,0.00013772985022060134
226,2022-10-07T00:00:00Z,Failed MEV transaction,0.0005602017491565966
227,2022-05-14T00:00:00Z,Failed MEV transaction,0.00010398535305116648
228,2021-07-24T00:00:00Z,Successful MEV transaction,0.013872075818516277
229,2020-03-28T00:00:00Z,Successful MEV transaction,6.174603149300779e-05
230,2022-05-07T00:00:00Z,Failed MEV transaction,0.00012904684937630316
231,2022-06-29T00:00:00Z,Successful MEV transaction,0.006897772603134817
232,2022-08-06T00:00:00Z,Successful MEV transaction,0.007312049380054075
233,2020-07-17T00:00:00Z,Successful MEV transaction,0.006892100889857139
234,2021-11-01T00:00:00Z,Successful MEV transaction,0.00526121937817927
235,2022-01-18T00:00:00Z,Failed MEV transaction,5.57406981829486e-06
236,2020-08-05T00:00:00Z,Successful MEV transaction,0.00977645735261822
237,2022-08-19T00:00:00Z,Failed MEV transaction,0.00024046450309259102
238,2021-07-15T00:00:00Z,Failed MEV transaction,2.2298712595730716e-05
239,2020-10-02T00:00:00Z,Failed MEV transaction,0.00014464352275713577
240,2021-09-04T00:00:00Z,Successful MEV transaction,0.004971989716612646
241,2020-08-17T00:00:00Z,Successful MEV transaction,0.018501253832310653
242,2021-05-17T00:00:00Z,Failed MEV transaction,9.204210837700572e-05
243,2020-09-21T00:00:00Z,Failed MEV transaction,0.00010107380738220867
244,2020-04-15T00:00:00Z,Successful MEV transaction,0.0001540464857322984
245,2022-08-19T00:00:00Z,Successful MEV transaction,0.011502121712069638
246,2021-09-18T00:00:00Z,Failed MEV transaction,1.829586265637276e-05
247,2020-04-09T00:00:00Z,Successful MEV transaction,1.432243693449177e-05
248,2022-02-11T00:00:00Z,Failed MEV transaction,2.1755383866311968e-05
249,2020-05-10T00:00:00Z,Failed MEV transaction,9.768285812487174e-06
250,2021-04-25T00:00:00Z,Successful MEV transaction,0.010989171177929802
251,2021-10-09T00:00:00Z,Failed MEV transaction,2.1578595539738125e-05
252,2021-03-23T00:00:00Z,Successful MEV transaction,0.012237993330555003
253,2020-04-25T00:00:00Z,Successful MEV transaction,0.00016642928873502062
254,2021-03-03T00:00:00Z,Failed MEV transaction,0.00021363267009396857
255,2022-08-18T00:00:00Z,Failed MEV transaction,9.922406837067961e-05
256,2022-05-22T00:00:00Z,Failed MEV transaction,5.434796166301588e-05
257,2021-08-02T00:00:00Z,Failed MEV transaction,3.7704197119859933e-06
258,2020-04-11T00:00:00Z,Failed MEV transaction,1.1224899551059798e-05
259,2021-04-14T00:00:00Z,Failed MEV transaction,3.664436281396395e-05
260,2022-01-23T00:00:00Z,Successful MEV transaction,0.003564122920226255
261,2021-11-06T00:00:00Z,Failed MEV transaction,2.2180368188626226e-05
262,2022-02-26T00:00:00Z,Failed MEV transaction,1.740022460686289e-05
263,2021-10-28T00:00:00Z,Failed MEV transaction,5.269440835942367e-05
264,2021-12-14T00:00:00Z,Successful MEV transaction,0.005889572244132855
265,2020-04-21T00:00:00Z,Successful MEV transaction,2.0907124720635835e-05
266,2020-01-10T00:00:00Z,Failed MEV transaction,0.0
267,2020-10-09T00:00:00Z,Successful MEV transaction,0.025921666646179647
268,2020-06-15T00:00:00Z,Failed MEV transaction,2.9101639236019645e-05
269,2020-12-04T00:00:00Z,Failed MEV transaction,0.00012731661053823218
270,2022-10-10T00:00:00Z,Successful MEV transaction,0.001954093054131149
271,2021-08-06T00:00:00Z,Failed MEV transaction,6.553668703894619e-05
272,2022-03-17T00:00:00Z,Successful MEV transaction,0.003676352682220836
273,2020-12-01T00:00:00Z,Successful MEV transaction,0.014021622747922492
274,2021-01-13T00:00:00Z,Successful MEV transaction,0.018347286444123433
275,2020-02-20T00:00:00Z,Failed MEV transaction,0.0001364622186953029
276,2020-06-19T00:00:00Z,Failed MEV transaction,1.4206049476876915e-05
277,2021-08-15T00:00:00Z,Failed MEV transaction,3.5683575782859675e-05
278,2021-07-11T00:00:00Z,Successful MEV transaction,0.0107847171987073
279,2021-01-12T00:00:00Z,Failed MEV transaction,0.00021609211187227962
280,2021-08-11T00:00:00Z,Successful MEV transaction,0.010486978242532393
281,2020-07-23T00:00:00Z,Successful MEV transaction,0.008668060900542798
282,2022-09-16T00:00:00Z,Failed MEV transaction,0.00018611530094835176
283,2021-10-17T00:00:00Z,Successful MEV transaction,0.006581656832913911
284,2022-09-13T00:00:00Z,Failed MEV transaction,0.00023238460983506784
285,2020-08-07T00:00:00Z,Failed MEV transaction,7.637681518875798e-05
286,2022-05-09T00:00:00Z,Successful MEV transaction,0.008597286843014793
287,2022-07-10T00:00:00Z,Failed MEV transaction,1.5203717799974141e-05
288,2020-03-11T00:00:00Z,Successful MEV transaction,0.0007157381558514943
289,2022-08-14T00:00:00Z,Successful MEV transaction,0.009879175085013034
290,2020-09-06T00:00:00Z,Failed MEV transaction,9.271206622545711e-05
291,2020-09-24T00:00:00Z,Successful MEV transaction,0.023684058597998017
292,2021-09-17T00:00:00Z,Successful MEV transaction,0.0068833976222551375
293,2021-04-14T00:00:00Z,Successful MEV transaction,0.011731537716096906
294,2020-08-04T00:00:00Z,Successful MEV transaction,0.009545518524731447
295,2021-10-24T00:00:00Z,Failed MEV transaction,2.101114025115633e-05
296,2021-05-25T00:00:00Z,Successful MEV transaction,0.018064039121286873
297,2021-04-06T00:00:00Z,Failed MEV transaction,4.886148108641772e-05
298,2022-11-14T00:00:00Z,Successful MEV transaction,0.008302993609234876
299,2022-10-23T00:00:00Z,Successful MEV transaction,0.0040583467905561
300,2022-06-05T00:00:00Z,Successful MEV transaction,0.002635242991498488
301,2022-04-15T00:00:00Z,Successful MEV transaction,0.0030712015483127667
302,2021-11-17T00:00:00Z,Failed MEV transaction,4.207491738158787e-05
303,2020-02-15T00:00:00Z,Successful MEV transaction,0.00016698678899979949
304,2022-05-18T00:00:00Z,Successful MEV transaction,0.006433122412481419
305,2022-09-21T00:00:00Z,Successful MEV transaction,0.011658079300116479
306,2020-12-16T00:00:00Z,Failed MEV transaction,0.00010581921769438565
307,2020-02-25T00:00:00Z,Successful MEV transaction,0.0001441664077539843
308,2022-07-09T00:00:00Z,Successful MEV transaction,0.00623154778212729
309,2021-10-11T00:00:00Z,Failed MEV transaction,5.8573326656798687e-05
310,2022-09-15T00:00:00Z,Failed MEV transaction,0.00033598862575052335
311,2022-06-03T00:00:00Z,Failed MEV transaction,1.5714936017506032e-05
312,2021-07-04T00:00:00Z,Failed MEV transaction,2.7767958524196013e-05
313,2022-07-25T00:00:00Z,Failed MEV transaction,0.00011741131280290583
314,2020-07-22T00:00:00Z,Failed MEV transaction,0.00025683320504611565
315,2022-03-24T00:00:00Z,Failed MEV transaction,3.691377144522917e-05
316,2021-05-02T00:00:00Z,Successful MEV transaction,0.012084179298369057
317,2021-10-26T00:00:00Z,Failed MEV transaction,9.114048320481535e-06
318,2021-09-26T00:00:00Z,Failed MEV transaction,3.764320450732289e-05
319,2021-12-30T00:00:00Z,Failed MEV transaction,1.6802586819886963e-05
320,2020-05-22T00:00:00Z,Failed MEV transaction,2.262003636498048e-06
321,2021-08-30T00:00:00Z,Failed MEV transaction,4.577602816922694e-05
322,2022-03-05T00:00:00Z,Failed MEV transaction,1.6183758890576154e-05
323,2020-08-20T00:00:00Z,Successful MEV transaction,0.021039584877280814
324,2022-02-23T00:00:00Z,Failed MEV transaction,2.5184565730436416e-05
325,2022-08-08T00:00:00Z,Failed MEV transaction,0.00010014173346135907
326,2022-09-06T00:00:00Z,Successful MEV transaction,0.011929498386699523
327,2022-06-22T00:00:00Z,Failed MEV transaction,6.468640373610918e-05
328,2021-10-15T00:00:00Z,Successful MEV transaction,0.009881677988792838
329,2022-06-21T00:00:00Z,Successful MEV transaction,0.007980105848111829
330,2020-07-01T00:00:00Z,Successful MEV transaction,0.004757914641605547
331,2022-07-23T00:00:00Z,Successful MEV transaction,0.007628275033801136
332,2021-02-07T00:00:00Z,Successful MEV transaction,0.01495114643943667
333,2022-02-11T00:00:00Z,Successful MEV transaction,0.0038154533394319412
334,2022-10-06T00:00:00Z,Successful MEV transaction,0.0057791243590107335
335,2022-08-13T00:00:00Z,Successful MEV transaction,0.01261653247249959
336,2022-02-25T00:00:00Z,Successful MEV transaction,0.003844019859283879
337,2022-06-13T00:00:00Z,Failed MEV transaction,0.0003662727776785215
338,2021-06-16T00:00:00Z,Successful MEV transaction,0.014022981933281328
339,2020-11-27T00:00:00Z,Successful MEV transaction,0.01848412404426766
340,2022-11-29T00:00:00Z,Successful MEV transaction,0.006312195404767654
341,2021-05-23T00:00:00Z,Successful MEV transaction,0.0359613067585597
342,2021-12-09T00:00:00Z,Successful MEV transaction,0.00576728145959898
343,2021-05-18T00:00:00Z,Failed MEV transaction,0.0008036109920070826
344,2020-08-01T00:00:00Z,Successful MEV transaction,0.011456363177817064
345,2021-05-20T00:00:00Z,Successful MEV transaction,0.02243654077553176
346,2020-12-18T00:00:00Z,Successful MEV transaction,0.015460806964915166
347,2022-05-30T00:00:00Z,Failed MEV transaction,0.00014817369883395732
348,2021-09-15T00:00:00Z,Successful MEV transaction,0.007848121569260624
349,2022-09-04T00:00:00Z,Failed MEV transaction,0.00013175307745973348
350,2020-10-29T00:00:00Z,Failed MEV transaction,0.00031574402830902035
351,2019-12-31T00:00:00Z,Failed MEV transaction,0.0
352,2021-08-21T00:00:00Z,Failed MEV transaction,4.708578194986316e-05
353,2021-10-31T00:00:00Z,Failed MEV transaction,7.423696918497312e-05
354,2022-06-29T00:00:00Z,Failed MEV transaction,1.0934217808887743e-05
355,2020-07-24T00:00:00Z,Successful MEV transaction,0.009736588934100818
356,2020-11-29T00:00:00Z,Successful MEV transaction,0.0223209309727136
357,2021-09-02T00:00:00Z,Failed MEV transaction,2.211250982641428e-05
358,2020-09-23T00:00:00Z,Successful MEV transaction,0.025118118912443393
359,2022-02-09T00:00:00Z,Successful MEV transaction,0.002961845702570658
360,2020-10-21T00:00:00Z,Successful MEV transaction,0.01173921289072265
361,2020-03-27T00:00:00Z,Successful MEV transaction,9.410549179288721e-05
362,2021-12-29T00:00:00Z,Failed MEV transaction,3.3219927106538765e-05
363,2021-09-21T00:00:00Z,Successful MEV transaction,0.009859712894693486
364,2019-12-09T00:00:00Z,Failed MEV transaction,0.0
365,2022-02-22T00:00:00Z,Successful MEV transaction,0.0033887157038507976
366,2022-10-24T00:00:00Z,Successful MEV transaction,0.002665769950601305
367,2020-04-30T00:00:00Z,Successful MEV transaction,0.00011601488394226054
368,2019-12-28T00:00:00Z,Failed MEV transaction,0.0
369,2020-06-07T00:00:00Z,Successful MEV transaction,0.0006133186100717737
370,2021-11-25T00:00:00Z,Successful MEV transaction,0.0073729394185537206
371,2020-12-30T00:00:00Z,Failed MEV transaction,0.00010047138904386437
372,2021-09-13T00:00:00Z,Successful MEV transaction,0.008876168397380368
373,2020-06-01T00:00:00Z,Successful MEV transaction,0.0004522061998583378
374,2020-12-03T00:00:00Z,Failed MEV transaction,0.00011262550005868948
375,2022-01-11T00:00:00Z,Failed MEV transaction,1.5299030988123506e-05
376,2021-05-28T00:00:00Z,Successful MEV transaction,0.016037153990878034
377,2022-04-22T00:00:00Z,Successful MEV transaction,0.0030702068242905722
378,2021-01-17T00:00:00Z,Failed MEV transaction,0.00011343189538196908
