,Date,Tweets
28,2022-09-24 17:00:12+00:00,"4/7 This is the biggest 🥪 's flow chart: https://t.co/NSes5237Zb No surprise, it's done using #Flashbots MEV Boost.  #MEV caused trader losing $2,043.42 using ( $USDT , $USDC , $DAI , $WETH ).  https://t.co/bUT6VifIMG https://t.co/Q9ZAAWG3j2"
29,2022-09-24 17:00:06+00:00,"None of the 1,882 🥪 had a profit over $1K. These are the top 5 of the day.

This is the biggest 🥪 's flow chart: https://t.co/bvivT366Ed No surprise, it's done using #Flashbots MEV Boost.  #MEV caused trader losing $2,043.42 using ( $USDT , $USDC , $DAI , $WETH )."
30,2022-09-24 09:51:52+00:00,"MEVbots backdoor drains users #Eth funds via arb trading bot.

https://t.co/AfchF8IUWQ via @cointelegraph #MEV #FlashBots https://t.co/94vSGOIylx"
31,2022-09-23 12:53:21+00:00,"On 23 Sep 2021, (2/3)
- Bloomberg about #flashbots: robot #crypto traders taking over decentralized exchanges, front-running other people’s orders"
32,2022-09-22 16:02:57+00:00,The first relayer to issue a token and add it to the validator rewards (directly or indirectly) will win the MEV market. Who's it going to be? #Flashbots @bloXrouteLabs @blocknative @foldfinance @EdenNetwork 👀
33,2022-09-22 15:00:02+00:00,"Data from mevboost(dot)org shows that there are six active relays currently delivering at least one block in Ethereum, namely Flashbots, BloXroute Max Profit, BloXroute Ethical, BloXroute Regulated, Blocknative and Eden.

#Flashbots | #Blockchain | #Crypto"
34,2022-09-22 14:34:28+00:00,80% of $ETH block are relayed by #flashbots. What can possibly go wrong. #Ethereum https://t.co/R4DEnJNRQa
35,2022-09-21 23:51:17+00:00,"Centralization Fears Mount as Over 80% of Ethereum Blocks Were Relayed by Flashbots.

https://t.co/ix3ZAGF9Vn

#Flashbots #ETH #ETHMerge"
36,2022-09-21 04:42:27+00:00,#Mining data reveals #Flashbots build over 80 percent #relay #blocks https://t.co/5mY1Z1rKxd
37,2022-09-21 04:38:17+00:00,"Got Centralization?

Two Wallets, wow!

#Ethereum
$ETH

#FlashBots

https://t.co/H0YYr0kp1P https://t.co/3UUZQa1K0o"
38,2022-09-20 13:56:40+00:00,@cleanunicorn @Mudit__Gupta MEV refers to the gain from the ability to reorder/insert/not include transactions. If I pay to execute a Uniswap swap that isn’t MEV (until I get sandwiched because I didn’t use #flashbots 😃)
39,2022-09-20 07:01:48+00:00,"81% of all MEV-Boost blocks relayed via #Flashbots
'if you can't eliminate centralization, then you try to firewall it' @VitalikButerin, and that's what ⚡️🤖 is doing -&gt; it's not adding to centralization as some say.
https://t.co/f6j78d3G6t"
40,2022-09-19 20:46:38+00:00,This is where #Flashbots enters the chat. https://t.co/YZ3mrxelAy
41,2022-09-19 20:46:31+00:00,"Flashbots is a research and development organization aimed at making the MEV market more efficient, distributed and democratic.

Keep reading this thread to learn more about #MEV and #Flashbots 🧵👇 https://t.co/9mGrFWYDHg"
42,2022-09-19 11:13:33+00:00,"#Flashbots ""costruisce"" oltre l'82% di relay block, aumentando la centralizzazione di #Ethereum https://t.co/X21meJ7hmg"
43,2022-09-18 18:56:39+00:00,"Flashbots build over 82% relay blocks, adding to #Ethereum centralization ‼️

@BitMEX, too, highlighted the need for a complete redevelopment of #Flashbots or a similar system to mitigate unforeseen complications in an era after the Merge.

https://t.co/0O9KB7hGxB"
44,2022-09-18 16:06:33+00:00,Les partisans de #Flashbots affirment que le système est une #DAO et qu'il finira par être décentralisé. Qu'en pensez-vous ? https://t.co/pQvoPym27t
45,2022-09-17 19:21:36+00:00,imagine the pandemonium on this website if #flashbots ever launched a token
46,2022-09-17 16:05:48+00:00,"Builders' market share: I used the MEV-Boost Relay API to create the following charts. Seems like Flashbots is dominating the builders market (&gt;80% share). 
Still, most validators have not yet switched over (80%).

#flashbots #mev #builders https://t.co/MYYAUD6m5J"
47,2022-09-16 06:48:54+00:00,"6/14 Another negative externality of MEV, high gas fee, is resulted from repeated bidding by PGA (Priority Gas Auctions) bots, which is mitigated by #Flashbots which offers primate mempool and sealed-bid blockspace auction mechanism."
48,2022-09-15 17:07:46+00:00,"10% of blocks coming from the #flashbots relay in the POS world.
https://t.co/3DFYQpR9UT"
49,2022-09-15 10:30:13+00:00,"Congrats #flashbots team - @thegostep @bertcmiller … 

You’re one of best teams out there and made sure Ethereum’s merge to PoS went seamlessly from an operational level. 

few 🫡 https://t.co/PO8fHO8ncC"
50,2022-09-15 10:18:15+00:00,"After #mevboost went live after the #Merge, the blocks where the latest 7 🥪 attacks happened were all delivered by #flashbots #mevboost. 

You can track the sandwich attacks after the #Merge here: https://t.co/KP25wbFYsO https://t.co/oX8Zd9RKDu https://t.co/NwqCgBeWZq"
51,2022-09-09 14:52:30+00:00,"New #Flashbots Upgrade Could Revolutionize Crypto Markets After the #merge 
#Crypto #DeFi 
https://t.co/rv7OBjZwlB"
52,2022-09-07 22:42:58+00:00,"The two main approaches to L2 MEV sequencing:

1)  First in first out: AKA Fair Ordering Service pioneered by @chainlink @arbitrum. See: https://t.co/9IW54SDPDG

2) Auction systems a la #flashbots. Whereby rights to order TXs are auctioned to searchers. https://t.co/qFITcpZpTR"
53,2022-09-07 16:02:55+00:00,"Starting now!

Join Blocknative's @mcutler for a #Mainnet2022 teaser discussion around the upcoming Merge with @MessariCrypto's @twobitidiot and @thegostep from #flashbots

https://t.co/uPjarYQXVA https://t.co/owQd3tR92g"
54,2022-09-07 07:03:32+00:00,"#Flashbots 工程师 Flashbots 表示，Flashbots 实现了 MEV-Boost 的另一个里程碑事件，所有共识客户端都实施、测试和确认了 builder-specs 的集成，现在可将 MEV-Boost 与任何客户端一起使用。
https://t.co/SqWp4hWUK9"
55,2022-09-07 02:50:06+00:00,"16/ #MEV is an integral part of the blockchain network, this thread discussed how MEV works, the implications, and how it will change after the upcoming #Ethereum #Merge upgrade.

$ETH $BTC #Cryptocurrency #Blockchain #Flashbots 

https://t.co/93gVep54VW"
56,2022-09-06 22:28:58+00:00,"With only a week left until #TheMerge, you won't want to miss this Twitter Spaces tomorrow morning. @mcutler joins @twobitidiot from @MessariCrypto and @thegostep from #flashbots to discuss The New Economics of Ethereum's Merge.

🕑 Sept 7 at 12 PM EST
📍https://t.co/uPjarYQXVA https://t.co/Kb5ocItRhH"
57,2022-09-06 17:24:40+00:00,"2/ #Flashbots also added fuel to the fire, which directly withered, what they do with your #transactions what they want, put them anywhere and etc."
58,2022-09-06 10:39:21+00:00,"https://t.co/qgO5jmfK89  @SharedStakeOrg upgrades complete.

RPC (no censoring, fast, no user data collection) ✅

Validators (500/500) ✅

Geth v3+ ✅

Prysm v3+ ✅

MEV (mev-boost x #flashbots + @bloXrouteLabs ) ✅
Collects to sharedstake.eth till payout threshold"
59,2022-09-05 23:51:42+00:00,"Good lord 🤯 
 
Over the past year 1.4k #flashbots searchers earned a combined $172 MILLION DOLLARS in net profit, that's $122k each on average."
60,2022-09-03 15:42:11+00:00,"15/ References

#MEV #Ethereum $ETH #Flashbots #TheMerge https://t.co/CFUe4JgUAN"
61,2022-09-03 15:42:09+00:00,"14/ The Takeaway from The Dark Forest

#MEV #Ethereum $ETH #Flashbots #TheMerge https://t.co/7wXjRX3RgH"
62,2022-09-03 15:42:03+00:00,10/ #FlashBots work by connecting up The Searchers and The Block Producers together through their sealed-bid block auction mechanism. The transactions relayed to the Flashbots server will not be broadcasted to the public pool which lessens the negative #MEV externalities. https://t.co/9d2hf8Zaw0
63,2022-09-03 15:42:01+00:00,"9/ #FlashBots is a research and development organization that aims to bring transparency to MEV activity, democratize MEV and distribute the fair redistribution of #MEV revenue to prevent the existential risk caused by #MEV.
@thegostep @hasufl @bertcmiller https://t.co/MQqhYvV7yl"
64,2022-09-03 15:42:00+00:00,"8/ Several mitigations have been proposed to reduce #MEV negative externalities, such as:
- Chain architectures (@arbitrum)
- Encrypted transactions (@chainlink)
- Private/ stealth transactions (@bloxroute)
- MEV Auctions (#FlashBots, @optimism) https://t.co/lq1V0EUEEN"
65,2022-09-02 21:24:03+00:00,"On that note, I finally rescued my D4R NFT with #flashbots this evening!😎 https://t.co/jK1hWWkg6H https://t.co/xZ7keJ5PEu"
66,2022-09-02 05:36:37+00:00,"It should be said that #MEV-boost is an out-of-protocol implementation of PBS (Proposer/Builder Separation) by #Flashbots. 

It includes at least 3 roles, and they are not limited and are subject to change regarding the needs ⤵️"
67,2022-09-01 21:20:20+00:00,Finishing up a great #sbc22 event in @Stanford in the #flashbots workshop with @VitalikButerin! https://t.co/W8wTeliLq1
68,2022-09-01 21:16:45+00:00,bloXroute is attending MEV Workshop hosted by our important partner #flashbots https://t.co/kRrKxeUY6O
69,2022-09-01 19:00:19+00:00,"The status quo of #MEV isn't giving you what you deserve.

#Rook is giving MEV back to the user who generates it (you) by redistributing it from the application layer.

We can even use cool tools like 🤖#Flashbots seamlessly. We're all stronger together.

@DeFi_Conference https://t.co/s4uegFGJZU"
70,2022-09-01 18:09:14+00:00,"Today @AnotherJannik will talk about ""Reducing trust assumptions in PBS using threshold decryption"" at the MEV-sbc Workshop in @Stanford.

Be sure to tune in for the livestream at 15:00 PDT. 

#Ethereum #mev #flashbots #mevboost

https://t.co/QQzlk74iri"
71,2022-09-01 18:07:30+00:00,"Shoutouts to @tzhen, @RyRy79261, @deadpine_xyz, and the whole #Flashbots' team. Thank you for your next-level dedication and brilliance to make this a reality &lt;3"
72,2022-09-01 18:04:29+00:00,"🎙️This week, @annarrose and @tarunchitra revisit the topic of MEV with @metachris from #Flashbots &amp; @ralexstokes looking at what the MEV space could look like after the Merge, the PBS (Proposer Builder Separation) concept, and more.

https://t.co/zOWwSKhagD"
73,2022-09-01 18:03:48+00:00,"Just helped ship Flashbots' very first website. By far one of the coolest projects I've ever been part of. Can you spot the easter egg? https://t.co/C20Veu3EVu
#giantcat #flashbots #MEV"
74,2022-09-01 17:31:41+00:00,"Tune in to the #Flashbots workshop to learn more about #MEVs from some of the great minds in #crypto 
@bertcmiller @VitalikButerin @thegostep⚡️

Livestream👇
https://t.co/mkRouWsURv"
75,2022-08-31 17:50:02+00:00,"#Ethereum #Merge SOON!! Risks &amp; Opportunities for #Eth

https://t.co/LCmSauNMCc

#Coinbase #Crypto #Cryptocurrency #Currency #Flashbots #Forks #LidoFinance #Miners #Pos #ProofOfStake #ProofOfWork #SmartContracts #TransactionCensoring https://t.co/6nLDU2Z3XQ"
76,2022-08-31 11:45:26+00:00,"#podcast #chinese
#播报 #中文
#坎蒂隆效应
#通往奴役之路
#TornadoCash
#托拉斯
#PoW vs #PoS
#Castro
#Overcast
#OFAC
#Ethereum Merge
#MEV
#Flashbots
#Haseeb
#DeFi vs PoS security
#Long Range Attack
#Weak Subjectivity
#NothingAtStake problem
#ProofofCapacity
#ProofofWork
#OPPO
…more https://t.co/GYPV4ONsHB"
77,2022-08-31 11:04:20+00:00,"Very interesting excerpt from article about #flashbots #blockbuilding algorithm on #pos 

MEV wars will take on a new life) https://t.co/lURAvQq9a8"
78,2022-08-30 23:09:37+00:00,Segunda parte de la charla con @germankuber acerca de #mev &amp; #flashbots https://t.co/sDairGAz7S
79,2022-08-30 20:15:12+00:00,"In this latest episode, @glxyresearch is joined by our own Beimnet Abebe and @thegostep.

The team talked the #ETH merge. Plus, a deep dive into #Flashbots and its focus on MEV.
 
Apple: https://t.co/aiJIU8Gs6J
Spotify: https://t.co/KRZ8AIHT2v
YouTube: https://t.co/ihMgNlTjW5 https://t.co/pB9jAzFK2K"
80,2022-08-30 18:11:50+00:00,interested in MEV searching post-merge? https://t.co/FdJpgau7MZ by @zeroXbrock is a great guide #mev #ethereum #flashbots
81,2022-08-30 14:19:16+00:00,"•@coinbase 推出 #PoS 质押衍生品资产 cbETH (ERC20)
•@PlanckerDao 和 @Scroll_ZKP 针对以太坊中文社区开源项目的资助
•@Uniswap 社区通过 “创建 Uniswap 基金会” 的提案
•#flashbots Protect 将在合并时关闭 @hasufl"
82,2022-08-30 11:50:03+00:00,"#Flashbots created a Post-Merge alternative called MEV - boost (PoS
v.s MEV - Geth (PoW, past)), to solve the MEV problem &amp; increase the staking efficiency. See how we thought about this🔥 https://t.co/vamtAEaC6s"
83,2022-08-30 11:45:18+00:00,"#Flashbots is trying to solve three aspects. 

1. Quantifying the scale and volume of MEV extraction.
2. Democratizing access to MEV profits.
3. Reducing the impact of MEV-related transactions on regular users. 

3/12"
84,2022-08-30 11:44:48+00:00,"After the Merge, rewards to miner will decrease, resulting in MEV will increase the percentage of profit for miner. Therefore, the MEV problem is getting important. Several solutions arose to mitigate these negative externalities. Most prominently, #Flashbots.

2/12"
85,2022-08-30 11:44:04+00:00,"Continue to our topic about Maximal Extractable Value (MEV), we would discuss deeper in #flashbots in this thread. 

- What is MEV?
- What #flashbots trying to solve?
- MEV – Geth (PoW)
- MEV – Boost (PoS)
- Improved MEV-Boost (@project_shutter)

Let’s dive in 👇 https://t.co/ZqYoIcmMfe"
86,2022-08-29 11:09:39+00:00,"Since DVT technology involves validators (can sequence or reorganize of the block), there will be have an opportunity for MEV. However, #flashbots working on mitigating the negative externalities of Maximal Extractable Value (MEV) extraction techniques.

5/5"
87,2022-08-27 14:35:30+00:00,#MEV #Flashbots #Ethereum
88,2022-08-26 14:15:51+00:00,Appearances from @bantg @micahzoltu @samkazemian @hiframework and more $snx $fei $tribe $rari #flashbots https://t.co/2XrxrxrCfE
89,2022-08-26 06:56:28+00:00,"""Avoiding crypto's achilles heel""
📻🎙️🎧
Stephane Gosselin, aka @thegostep, joins @BanklessHQ to discuss FlashBots, MEV, MEV boost and so much more -
https://t.co/RtAs3AGms8 #Bankless #MEV  #FlashBots"
90,2022-08-25 22:25:32+00:00,"Sounds like you’re afraid of an uncensored, secureRPC collecting private order flow from DEXs &amp; market makers instead of #flashbots 
….you should be. 👀 https://t.co/DHz9699c4R"
91,2022-08-25 15:03:45+00:00,"@Figment_io is speaking with the team at #flashbots
as the company explores Figment's MEV policy ahead of the Merge. 

Tune in here:
https://t.co/tPnK9xDGcD"
92,2022-08-24 09:36:42+00:00,"Proposal to #flashbots - allow users to auction off their txs to builders and share the MEV, tilt the market you are building towards the user end instead of the validation end. @thegostep"
93,2022-08-23 16:39:34+00:00,Unchained Podcast Ep. 388 | Why Is Ethereum Trying to Maximize Value From Users? Two Sides Debate... https://t.co/YpevHRmZGi | @laurashin @Unchained_pod @uriklarman @thegostep #LauraShin #UnchainedPodcast #Ethereum #MEV #Flashbots #bloXroute #POS #DeFi https://t.co/1Ie052wmDD
94,2022-08-23 16:09:04+00:00,"*goes to write simple article on the #eth merge*
🕳️
🕳️
🕳️
*falls into the MEV rabbit hole*
#mev #flashbots #merge https://t.co/j1hXF4AezG"
95,2022-08-22 14:00:48+00:00,*#flashbots 🤖 lets be frens LFG!
96,2022-08-22 08:00:11+00:00,Ethereum overhaul risks creating a new class of crypto kingpins #EthereumUpdate #Metamask #Flashbots #Ethereum #UsTreasuryDepartment #Consensys  https://t.co/m8VfhuRoWj
97,2022-08-21 15:06:36+00:00,"Los riesgos de la actualización de Ethereum 

ARTÍCULO COMPLETO: https://t.co/KyrBCHF64b

#Ethereum #Flashbots #MEVBoost #TheMerge 
https://t.co/KyrBCHF64b"
98,2022-08-20 20:00:09+00:00,"2. Then, @tokenterminal covered what #flashbots are and how they function.🤖

A long thread written in #ELI5 language to make sure you understand EVERYTHING about flashbots. 🚀💪

https://t.co/hzF51m8SJY"
99,2022-08-20 19:03:10+00:00,#Flashbots 👀
100,2022-08-19 19:53:20+00:00,"The team at @Kryptoria perfectly blocked #Flashbots today from mass minting for free! Perfect job!🔥 I could finally mint, actually it was way hard but worth it. https://t.co/u9DmOybocj"
101,2022-08-18 09:09:52+00:00,"Post-merge the role of block builder will be given to validators who will likely rely on Flashbots MEV-Boost to increase revenues by as much as 60%. This does however raise centralization concerns around the default relay.

https://t.co/QdbfYwcb3l

#MEV #MEVBoost #Flashbots"
102,2022-08-17 10:20:38+00:00,"Sin embargo, me recomendaron que les escriba a los muchachos de #Flashbots. Hice eso en la madrugada del martes, dormí muy poco. A las 6 AM me escribe Pedro de Flashbot y me dice que me va a ayudar. Hicimos hasta llamada telefónica por Discord."
103,2022-08-16 18:52:03+00:00,"#OFAC censorship built into #Flashbots 

👀 https://t.co/5eIXnjizjA"
104,2022-08-15 18:31:58+00:00,"@LearnWeb3DAO Senior Track Done!
Merkle Trees
EVM Architecture
Flash Loans
Re-entrancy, delegatecall attacks
Safer randomness
Denial of Service
Upgradeable Contracts
Meta Tx
MEV - with a practical test using #flashbots"
105,2022-08-13 18:18:08+00:00,"Et tu, Brute? #Flashbots #deCentralised https://t.co/GkURikydWB"
106,2022-08-12 13:09:41+00:00,"⚡️🤖 Just in

We've integrated the #flashbots API for finding $MEV txns on our live #trading dashboard

Why Matter?

Many MEV trades are High-Frequency &amp; front-running on #DEXs. Now you could identify these #trades &amp; discover more opportunities

Try 👉 https://t.co/YArAgjvLnM https://t.co/PGl2zkIZy0"
107,2022-08-11 17:18:09+00:00,"#Prototipe, charla sobre #FlashBots https://t.co/u98GGGfN1G"
108,2022-08-11 07:45:50+00:00,Bom dia. One for our Portuguese-speakers!🇵🇹 Our researcher @ethalita_ was on @0xmercurius on Wednesday evening to discuss the future of @solana with @0xIgor and @gabrielbearlz. Re-live the full interview: https://t.co/rPsVMYkmsx #SolanaMEV #Flashbots #MEVBoost https://t.co/MvbNHErvq1
109,2022-08-08 21:50:04+00:00,"Earlier this year: a #flashbots white hat team and bloXroute agreed on utilizing the bloXroute BDN to help flashbots white hat clients currently trading on #BSC.

Read the full story: https://t.co/UHYp53hTCg"
110,2022-08-08 05:49:51+00:00,#Flashbots 战略主管 Hasu 针对 ETH PoW 分叉表示，包括他在内的许多人多年来一直预测矿工将分叉以太坊以从他们的投资中榨取最后的利润，大量的算力并没有给这条链带来任何显著的价值，主流稳定币在以太坊分叉链上赎回的机会是零。https://t.co/dPrABQvHBi
111,2022-08-06 19:02:36+00:00,"@kucoincom $MOONKE - tech coin with own DEX, #copper #copperlaunch
#MoonkeDEX is the world’s first meme #DEX that uses #Flashbots to extract #MEV on every transaction. Creating value for its users, for $MOONKE holders and for the #DeFi space as a whole."
112,2022-08-06 19:00:01+00:00,"@Bscgemalerts $MOONKE - tech coin with own DEX, #copper  #copperlaunch
#MoonkeDEX is the world’s first meme #DEX that uses #Flashbots to extract #MEV on every transaction. Creating value for its users, for $MOONKE holders and for the #DeFi space as a whole."
113,2022-08-06 18:57:14+00:00,"@kucoincom $MOONKE is technology coin with own #DEX !
#MoonkeDEX is the world’s first meme #DEX that uses #Flashbots to extract #MEV on every transaction. Creating value for its users, for $MOONKE holders and for the #DeFi space as a whole."
114,2022-08-05 20:44:34+00:00,"#MoonkeDEX is the world’s first meme #DEX that uses #Flashbots to extract #MEV on every transaction. Creating value for its users, for $MOONKE holders and for the #DeFi space as a whole.

#ETH #BTC #Crypto #cryptocurrecy  #ethereum #copper #copperlaunch #ape #dApp #MoonkeLabs https://t.co/RPAT5JDNUG"
115,2022-08-05 16:51:31+00:00,"Huge and special thanks to @1swarajphadtare, @matilote, @tkstanczak, @BermudezPorto, @FamKien, @FalcoXYZ, @nick_kjolsing, and @metachris &amp; Leo Arias from #Flashbots for making this possible.

This is just the beginning!"
116,2022-08-05 15:08:43+00:00,"With Sedge you can also generate the validator keystore, use random clients by default to support client diversity, run a validator with mev-boost on #mainnet, #Kiln, #Ropsten,  #Sepolia and even on #Goerli.

Huge credit to #Flashbots for all the amazing work on mev-boost! 7/11"
117,2022-08-04 18:25:09+00:00,"That feeling when your searcher gets searched...

Need more support for @MarlinProtocol on @0xPolygon 

#MEV #Polygon #Flashbots https://t.co/7qWDiMAQRD"
118,2022-08-02 17:30:00+00:00,"Use MEV API on Chainstack’s geographically distributed #nodes to shave the milliseconds off your #Flashbots relay #transactions to win the auction race!🚀

#MEVAPI is available on #Ethereum #mainnet and on #Goerli #testnet, starting with the Growth Plan 👉https://t.co/wnysZo9FuS https://t.co/JRFy1MA4zu"
119,2022-08-01 18:21:16+00:00,"Use NFT Trader app to mint
@JailDrop
NFTs scheduled for 8/6/22 at 6:00 PM EST.
Use contract address - 0x9F3c1bD501F19cd15BD16726EFccF6120550B55B
Choose between minting using #Flashbots, 
@bloXrouteLabs
private transactions or fast execution.

https://t.co/lECsGSG4lC"
120,2022-08-01 18:01:32+00:00,"Use NFT Trader app to mint
@Planet_Apes_App
NFTs scheduled for 8/2/22 at 4:00 PM EST.
Use contract address - 0x10A44CA8d74DDDB124b541FBF07Fca149Ed5448b
Choose between minting using #Flashbots, 
@bloXrouteLabs
private transactions or fast execution.

https://t.co/lECsGSG4lC"
121,2022-07-28 16:50:20+00:00,"Blockchain is all about options
That’s why #Blockdaemon now allows you to connect to both @bloXrouteLabs and #Flashbots relays to further democratize #MEV

Thank you @LimarisT, @Waters_Dev, and the rest of the #Blockdaemon engineering team that helped make this possible 😈🎉 https://t.co/pA5WYrm9oN"
122,2022-07-27 17:51:40+00:00,"MEV Decrease Strategy 1)

Fix the MEV black market and its huge incentive by building marketplaces to limit MEV extraction.

Solutions by #flashbots https://t.co/WfDrEOdPaQ"
123,2022-07-27 16:29:26+00:00,"3/5
Flashbots protection 🛡️

Now that our rebalancing orders are executed through @thekeep3r , we also benefit from MEV protection via #flashbots ✨

This prevents our rebalancing trades from being front-run, improving the returns of our indices! 📈

@hasufl @bertcmiller"
124,2022-07-27 09:48:34+00:00,"Rollups actually are safer to use than $ETH L1 since there are no flashbots there
Additionally there are at least one L1 which has #flashbots-protected (and considerably more democratic) consensus algorithm - $FTM"
